slug,start_date,variant_name,base_price_inr,target_discounted_price_inr,proposed_discount_amount_inr,result_price_inr
leh-to-leh-with-turtuk-5n,2026-04-27,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-04-27,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-04-27,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-04-29,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-04-29,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-04-29,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-04-29,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-04-29,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-04-29,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-01,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-01,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-01,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-01,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-01,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-01,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-04,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-04,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-04,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-04,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-04,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-04,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-06,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-06,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-06,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-06,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-06,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-06,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-08,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-08,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-08,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-08,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-08,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-08,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-11,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-11,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-11,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-11,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-11,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-11,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-13,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-13,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-13,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-13,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-13,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-13,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-15,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-15,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-15,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-15,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-15,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-15,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-18,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-18,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-18,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-18,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-18,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-18,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-20,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-20,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-20,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-20,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-20,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-20,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-22,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-22,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-22,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-22,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-22,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-22,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-25,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-25,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-25,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-25,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-25,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-25,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-27,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-27,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-27,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-27,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-27,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-27,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-29,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-29,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-29,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-29,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-29,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-29,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-05-31,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-05-31,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-05-31,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-05-31,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-05-31,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-05-31,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-02,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-02,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-02,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-02,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-02,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-02,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-07,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-07,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-07,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-07,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-07,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-07,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-09,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-09,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-09,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-09,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-09,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-09,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-14,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-14,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-14,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-14,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-14,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-14,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-16,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-16,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-16,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-16,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-16,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-16,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-21,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-21,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-21,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-21,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-21,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-21,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-23,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-23,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-23,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-23,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-23,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-23,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-28,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-28,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-28,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-28,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-28,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-28,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-06-29,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-06-29,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-06-29,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-06-29,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-06-29,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-06-29,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-05,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-05,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-05,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-05,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-05,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-05,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-07,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-07,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-07,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-07,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-07,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-07,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-12,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-12,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-12,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-12,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-12,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-12,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-14,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-14,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-14,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-14,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-14,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-14,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-19,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-19,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-19,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-19,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-19,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-19,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-21,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-21,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-21,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-21,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-21,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-21,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-07-26,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-07-26,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-07-26,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-07-26,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-07-26,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-07-26,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-02,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-02,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-02,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-02,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-02,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-02,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-04,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-04,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-04,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-04,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-04,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-04,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-09,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-09,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-09,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-09,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-09,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-09,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-11,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-11,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-11,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-11,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-11,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-11,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-16,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-16,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-16,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-16,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-16,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-16,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-18,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-18,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-18,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-18,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-18,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-18,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-23,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-23,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-23,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-23,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-23,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-23,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-25,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-25,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-25,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-25,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-25,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-25,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
leh-to-leh-with-turtuk-5n,2026-08-30,RE Himalayan - Pillion - Double Sharing,26000,23000,3000,23000
leh-to-leh-with-turtuk-5n,2026-08-30,RE Himalayan - Pillion - Triple Sharing,23000,20000,3000,20000
leh-to-leh-with-turtuk-5n,2026-08-30,RE Himalayan - Solo - Double Sharing,31000,28000,3000,28000
leh-to-leh-with-turtuk-5n,2026-08-30,RE Himalayan - Solo - Triple Sharing,28000,25000,3000,25000
leh-to-leh-with-turtuk-5n,2026-08-30,SIC (Seat in Coach) - Double Sharing,22000,20000,2000,20000
leh-to-leh-with-turtuk-5n,2026-08-30,SIC (Seat in Coach) - Triple Sharing,19000,17000,2000,17000
winter-spiti-expedition,2026-02-07,Double Sharing,19499,19000,499,19000
